Titre,Nom_Entreprise,Adresse,Salaire,Descriptif_du_poste,Date_de_publication,métier_sc,loc_sc,Date_sc,Identifiant,Experiences,contrat
DATA analyste informatique,NOVA TECHNOLOGY,Nantes (44),vide,"Nantes (44)
Vous êtes en recherche d’une nouvelle aventure dans un environnement de travail stimulant ? Le conseil et l’accompagnement du client vous intéresse ?
Venez rejoindre nos équipes NOVA TECHNOLOGY à Nantes afin d’accompagner et conseiller nos clients dans la transformation digitale de ses outils !

Nous recherchons un Data Analyst :
Vous aurez pour mission :
Collecter et challenger les besoins auprès du métier
Rédiger les spécifications fonctionnelles générales et détaillées
Réaliser des analyses d’impacts
Définir les cahiers de tests, participer et suivre les recettes
Animer des formations de vulgarisation de la culture Data
Accompagnement au changement et support fonctionnel aux utilisateurs
De formation supérieure, vous avez une expérience significative de de 2 ans minimum en tant que Data Analyst.

Compétences requises :
Maîtrise du SQL, analyse de données, statistiques, connaissance d’un ETL (Talend, Genio / Otic, Datastage ) et reporting (Power BI, Cognos ou autre)
carriere-info - il y a 3 jours
- Continuer pour postuler
Signaler cette offre d'emploi",11/10/2019,Data_analyst,Nantes,14/10/2019,vjk=aa407542d56c224a,vide,stage
DATA ANALYST,NOVA Technology,Nantes (44),vide,"Nantes (44)
CDI
Descriptif du Poste :
Vous aurez pour mission :
Collecter et challenger les besoins auprès du métier
Rédiger les spécifications fonctionnelles générales et détaillées
Réaliser des analyses d’impacts
Définir les cahiers de tests, participer et suivre les recettes
Animer des formations de vulgarisation de la culture Data
Accompagnement au changement et support fonctionnel aux utilisateurs
Profil :
De formation supérieure, vous avez une expérience significative de de 2 ans minimum en tant que Data Analyst.
Compétences requises :
Maitrise du SQL, analyse de données, statistiques, connaissance d’un ETL (Talend, Genio / Otic, Datastage…) et reporting (Power BI, Cognos ou autre).

Rémunération : en fonction du profil
Type de contrat : CDI, statut cadre
Localisation : Nantes
Tous nos postes sont ouverts aux personnes en situation de handicap.
Ce poste vous inspire, vous aimez les challenges ? Vous souhaitez évoluer et apprendre au sein d’une ESN dynamique à taille humaine ?
il y a 9 jours
- Continuer pour postuler
Signaler cette offre d'emploi",05/10/2019,Data_analyst,Nantes,14/10/2019,vjk=691b9a1d943c9e89,vide,cdi
Data Analyst H/F,Anaya,Nantes (44),vide,"Nantes (44)
Temps plein, CDI
Bonjour,
Anaya est un cabinet de conseil crée en 2005 et spécialisé dans le domaine de la DATA. Il accompagne ses clients dans différents domaines d'activités (Banque, Assurance, Energies, Marketing,...).
Étant un un pionnier sur le marché de la DATA, nous nous positionnons comme un expert qui accompagne ses clients avec des consultants expérimentés sur toute la chaine décisionnelle :
- BI
- Data mining
- Big Data
- Statistiques
Nous sommes actuellement à la recherche d'un Data analyst confirmé (3 et 5 ans d'expérience).
Le candidat doit :
- Maitriser des environnements et les outils de développement décisionnel
- Maitriser des outils de CRM
- Technologies utilisées : Teradata, Oracle, Javascript, Otic, Adobe campaign, SAS, Cognos…
- Avoir travaillé dans environnement bancaire peut-être un vrai plus
Niveau de diplôme : Ingénieur
Années d'expériences : Entre 3 et 5 années
Localisation : Nantes
Type d'emploi : Temps plein, CDI
Expérience:
data analyst h/f ou similaire: 2 ans (Souhaité)
il y a 13 jours
Signaler cette offre d'emploi",01/10/2019,Data_analyst,Nantes,14/10/2019,vjk=f81d1a4b52366a74,vide,cdi
Data Analyst F/H,NOVA TECHNOLOGY,Nantes (44),vide,"Nantes (44)
CDI
Vous êtes en recherche d'une nouvelle aventure dans un environnement de travail stimulant ? Le conseil et l'accompagnement du client vous intéresse ?

Venez rejoindre nos équipes NOVA TECHNOLOGY à Nantes afin d'accompagner et conseiller nos clients dans la transformation digitale de ses outils !

Nous recherchons un Data Analyst

Vous aurez pour mission :
Collecter et challenger les besoins auprès du métier
Rédiger les spécifications fonctionnelles générales et détaillées
Réaliser des analyses d’impacts
Définir les cahiers de tests, participer et suivre les recettes
Animer des formations de vulgarisation de la culture Data
Accompagnement au changement et support fonctionnel aux utilisateurs
Profil recherché De formation supérieure, vous avez une expérience significative de de 2 ans minimum en tant que Data Analyst.

Compétences requises :
Maîtrise du SQL, analyse de données, statistiques, connaissance d’un ETL (Talend, Genio / Otic, Datastage…) et reporting (Power BI, Cognos ou autre)
Entreprise NOVA TECHNOLOGY est une ESN (Entreprise de Service du Numérique) de 160 consultants, créée en 2006 et basée en Ile-de-France à Boulogne-Billancourt. Nous sommes présents sur la région Grand-Ouest via notre agence de Nantes.

Nous accompagnons ses clients dans la réalisation de leurs projets digitaux, en régie et au forfait dans plusieurs secteurs d’activités : Banque et assurance, Retail & Luxe, Transport & Energie, Médias & Télécom

Notre expertise

Gestion et direction de projet :
Chef de projet • Directeur de projet • Product Owner / Manager • PMO • ScrumMaster • Assistance à Maitrise d’ouvrage
Digital :
FrontEnd • BackEnd • FullStack • Design UX/UI • Mobile • DataManagement • E-commerce • BigData • Cloud • CRM
Méthode :
QA • Agile • Scrum/Kanban • Lean
Nos Technos :
Développement :
Java • .NET • #C • asp.net • Android / IOS • PHP / Symfony • Python • AngularJS / Angular • Javascript BI • MSBI • Business Object • Talend • Qlik • Tableau • Datastage
DevOps :
Infrastructure • Kubernetes • Aws • Ansible • Docker • Puppet • Linux
Apec.fr - il y a 10 jours
- Continuer pour postuler
Signaler cette offre d'emploi",04/10/2019,Data_analyst,Nantes,14/10/2019,vjk=17e0b7b95d050f77,vide,cdi
Transport Data Analyst / Gestionnaire Process et Données Tra...,CLASQUIN,Vertou (44),vide,"Vertou (44)
Temps plein, CDD
PASSION, ESPRIT ENTREPRENEURIAL, FIABILITE, PRO-ACTIVITE, PRECISION
Travailler dans une ETI multinationale du freight forwarding, à la stratégie claire et en croissance à 2 chiffres depuis 20 ans vous attire ?
Vous êtes fiable,un peu geek et reconnu(e) pour votre excellent relationnel et votre sens du service clients ?
Vous êtes en phase avec notre motto : The Clients, Profit & Fun Company ?
Alors rejoignez CLASQUIN !
Etienne, le Responsable d’Exploitation, et son équipe vous attendent pour :
Rédiger des process opérationnels
Proposer et développer des solutions clients
Être l’interlocuteur DSI pour divers projets et le/la Super User CargoWise de l’agence
Détecter et corriger les anomalies liées au système (EDI, statistiques, data…)
Suivre les KPI et analyser les performances
Gérer les Reportings clients spot et réguliers
Type d'emploi : Temps plein, CDD
il y a 13 jours
Signaler cette offre d'emploi",01/10/2019,Data_analyst,Nantes,14/10/2019,vjk=ea23dcd315ab9d5a,vide,cdd
Data Analyst confirmé (H/F) - Nantes / Freelance,INFOTEL CONSEIL,Nantes (44),420 € par semaine,"Nantes (44)
Temps plein, Freelance / Indépendant
420 € par semaine
Acteur européen de la transformation numérique des entreprises, le Groupe Infotel accompagne les directions Informatiques et Métiers des Grands Comptes.

Fort de plus de 35 ans de R&D et d’innovation, Infotel apporte à ses clients son expertise dans la gestion et l’évolution du patrimoine informatique des entreprises, du conseil auprès des métiers et des services innovants intégrant les technologies pour la mise en uvre de projets, y compris dans le digital, avec une expertise Big Data et Mobile.

Au cur des métiers des clients, les experts d’Infotel proposent des solutions sur mesure et mettent en place des applications stratégiques à forte valeur ajoutée. Parmi les clients historiques d’Infotel, figurent de grands comptes tels qu’Air France, PSA et BNP Paribas.

Infotel affirme sa démarche au travers de valeurs d’excellence, d’engagement et de qualité.
Infotel est également éditeur de logiciels international déployant une gamme pour les grands serveurs.

Reconnue en France pour son expertise et sa compétence, Infotel intervient en Europe (Allemagne, Belgique, Monaco, Pays-Bas, Royaume-Uni ) et dans le monde entier (États-Unis, Chine, ).
Le Groupe, qui emploie plus de 2 500 personnes, a réalisé en 2018 un chiffre d’affaires de 231,7 M. Le Groupe est coté sur Euronext Paris compartiment B.

Nous recherchons pour l’un de nos clients Nantais un Data Analyst confirmé (H/F) il aura pour missions :

Collecter et challenger les besoins auprès du métier (MOA ou banques)
Rédiger les spécifications fonctionnelles générales & détaillées
Réaliser des analyses d’impacts
Définir les tests, participer et suivre les recettes
Assurer le support fonctionnel aux utilisateurs
Capacité à synthètiser ses travaux ou des concepts et à les présenter devant un public
Faire circuler et diffuser l’information pour vulgarises ses travaux, son activité, la culture Data
Partager ses connaissances et participer à l’animation de l’équipe.
Veiller à la cohérence du SI, vision gestion de patrimoine.
o Maitrise SQL, analyse de données, statistiques,
o Connaissance projets BI
o Connaissance ETL et reporting (Power BI, Cognos)
Freelance-info - il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",14/09/2019,Data_analyst,Nantes,14/10/2019,vjk=7ab5bcea9d687ff1,confirmé,freelance
Data Analyst H/F,Cenisis,Nantes (44),vide,"Nantes (44)
Postuler
Nom*
Prénom*
Email*
N° de téléphone*
Région*
Comment avez-vous connu Cenisis Groupe?
Si autre, pouvez vous préciser ?
Poste*
Vos motivations*
Votre CV*

Adèle Sold
Passionnée, j’aime travailler dans le monde de la Data en accompagnant au mieux chacun des collaborateurs dans leur projet professionnel.
J’ai rejoint CENISIS en 2018 en tant que Data Recruiter afin de participer au développement de chacun, du recrutement jusqu’à l’objectif fixé, et bien plus loin encore.
Articles Liés
Data Analyst H/F
Lille
Data Architect H/F
Rennes
Data Scientist H/F
Niort

CONTACT
CENISIS Lille
21 Avenue de la Créativité
59650 Villeneuve-d'Ascq
tel. : 03 20 19 12 40

CENISIS Nantes
Bâtiment D, Parc de l’Angevinière
15 Bd Marcel Paul
44800 Saint-Herblain
tel. : 06 49 40 94 57

CENISIS Lyon
129 rue Servient
69326 Lyon Cedex 03
tel. : 04 78 14 36 22
il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",14/09/2019,Data_analyst,Nantes,14/10/2019,vjk=8ad713cd2137f8c8,vide,vide
Security Data Analyst,Le Groupe La Poste,Nantes (44),vide,"Nantes (44)
CDI
MISSION
La mise en œuvre des décisions du Comité Exécutif du Groupe sur la sécurité globale passe par une forte identification des activités de protection des systèmes d'information et de la lutte contre la cybercriminalité. Les systèmes d'information sont la colonne vertébrale du fonctionnement des processus du Groupe. Ils font donc l'objet de menaces spécifiques dont les impacts économiques, sociaux et d'image peuvent être majeurs pour le Groupe. Ce risque doit être d'autant plus maîtrisé que La Poste opère des infrastructures sensibles et que certaines de ses activités, telles que les activités bancaires ou liées à la logistique du e-commerce sont des cibles privilégiées de la cybercriminalité.
Le Centre de Services Mutualisés pour les Systèmes d'Information (CSM-SI) assure la maîtrise d'œuvre informatique mutualisée pour le Groupe (Applications Paie, RH, … et socles techniques associés : Réseau, Datacenter, Postes de travail, …). Au sein du CSM-SI, la direction Service Telecom Réseau et sécurité (DSTRS) assure des missions de conception et d'exploitation de solutions orientées réseau / sécurité. Le Service de Lutte Contre la Cybercriminalité (SLCC) est l'un des départements de la DSTRS.
Le SLCC est constitué de 3 pôles dont deux sont amenés à traiter, dans une approche sécurité, des volumes importants de données. Ces données doivent pouvoir être exploitées à des fins de recherche sécurité (scénarios de surveillance, détection de comportements indésirables ou malveillants,…).
PROFIL
L'analyste sécurité des données aide à la sélection et la valorisation des données à destination des équipes du SLCC.

Il met à profit ses compétences :
en gestion des données pour structurer ces dernières (alimentation, modélisation, croisements, qualité) et leur donner un sens pour une exploitation opérationnelle par des équipes de cybersécurité
en cybersécurité pour évaluer la pertinence des différentes sources de données dans la lutte contre la cybercriminalité.
FORMATION ET EXPÉRIENCE
Avec une expérience d'au moins 6 ans dans l'analyse de données, et les technologies de datascience (statistiques, apprentissage automatique, …), vous présentez une appétence prononcée pour le domaine de la cybersécurité et la protection des systèmes d'information. D'un naturel curieux, tenace, rigoureux (se) et intègre, vous détenez de bonnes connaissance réseaux, système (Linux, Windows) et maîtrisant au moins un langage de script (shell, python, perl…).
il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",14/09/2019,Data_analyst,Nantes,14/10/2019,vjk=4241d123b89ea59f,vide,cdi
Data Analyst (H/F) - Nantes / Freelance,INFOTEL CONSEIL,Nantes (44),vide,"Nantes (44)
Temps plein, Freelance / Indépendant
Acteur européen de la transformation numérique des entreprises, le Groupe Infotel accompagne les directions Informatiques et Métiers des Grands Comptes.

Fort de plus de 35 ans de R&D et d’innovation, Infotel apporte à ses clients son expertise dans la gestion et l’évolution du patrimoine informatique des entreprises, du conseil auprès des métiers et des services innovants intégrant les technologies pour la mise en uvre de projets, y compris dans le digital, avec une expertise Big Data et Mobile.

Au cur des métiers des clients, les experts d’Infotel proposent des solutions sur mesure et mettent en place des applications stratégiques à forte valeur ajoutée. Parmi les clients historiques d’Infotel, figurent de grands comptes tels qu’Air France, PSA et BNP Paribas.

Infotel affirme sa démarche au travers de valeurs d’excellence, d’engagement et de qualité.
Infotel est également éditeur de logiciels international déployant une gamme pour les grands serveurs.

Reconnue en France pour son expertise et sa compétence, Infotel intervient en Europe (Allemagne, Belgique, Monaco, Pays-Bas, Royaume-Uni ) et dans le monde entier (États-Unis, Chine, ).
Le Groupe, qui emploie plus de 2 500 personnes, a réalisé en 2018 un chiffre d’affaires de 231,7 M. Le Groupe est coté sur Euronext Paris compartiment B.

Nous recherchons pour l’un de nos clients Nantais un Data Analyst (H/F) il aura pour missions :
Collecter et challenger les besoins auprès du métier (MOA ou banques)
Rédiger les spécifications fonctionnelles générales & détaillées
Réaliser des analyses d’impacts
Définir les tests, participer et suivre les recettes
Assurer le support fonctionnel aux utilisateurs
Capacité à synthètiser ses travaux ou des concepts et à les présenter devant un public
Participer aux formations Data des utilisateurs (SQL ou bases du décisionnel ...)
Capacité à concevoir des formations Data
Faire circuler et diffuser l’information pour vulgarises ses travaux, son activité, la culture Data
Partager ses connaissances et participer à l’animation de l’équipe.
Veiller à la cohérence du SI, vision gestion de patrimoine.
Compètences requises :
Maitrise du fonctionnement décisionnel et des outils de de requêtes et de restituion décisionnels (Teradata, SQL, Cognos, PowerBI ).
Maitrise des outils d’analyse d’impacts

Environnement fonctionnel
Maitrise du SI Décisionnel et EDG. Connaitre les concepts de Gouvernance de Données.
Maitrise d’un domaine fonctionnel de la banque.
Freelance-info - il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",14/09/2019,Data_analyst,Nantes,14/10/2019,vjk=fd2dc6b3d9da2599,vide,freelance
Data Analyst H/F,Compte Nickel,Nantes (44),vide,"Nantes (44)
CDI
À propos
A propos de Nickel
Lancée il y a moins de 5 ans comme une alternative aux banques traditionnelles, Nickel est une offre de compte courant sans découvert, qui s’ouvre en 5 minutes dans un bureau de tabac pour 20€ / an. Ouvert à tous, sans condition de revenus ni de patrimoine, Nickel a déjà permis à plus d'1 million de personnes de vivre la banque autrement de façon utile, simple et bienveillante, signe d’un véritable phénomène de société. Premier ouvreur de comptes en France, Nickel est une fintech de 340 personnes qui grandit et se structure, dans des bureaux à Paris et à Nantes.
Servir près d’un million quatre cent mille clients au quotidien représente un formidable challenge, notamment lorsqu’il s’agit d’apporter conseil, accompagnement et informations utiles tout au long de la vie de leur compte. Dans le cadre de notre forte croissance, nous recherchons des nouveaux talents.
Descriptif du poste
Rattaché.e au Manager Conformité, vos missions sont les suivantes:
Développer et maintenir des dashboards automatisés permettant de suivre les KPIs (suivi du taux de pertinence des algorithmes, pilotage quotidien des hits générés par les alertes...)
Challenger les modèles d'algorithmes existants, identifier les opportunités d’optimisation en s'assurant de leur performance et de leur stabilité
Spécifier la création de nouveaux algorithmes (détection en temps réel du financement du terrorisme, détection de réseaux de blanchiment d’argent et de fraude, détection par reconnaissance faciale...) et collaborer avec l'équipe data science pour leur mise en oeuvre
Travailler à rendre les résultats des modèles compréhensibles par les équipes Compliance
Mener des projets avec le PMO Conformité et automatiser des processus
Profil recherché
Votre profil:
Vous avez une formation en actuariat ou en statistique et informatique décisionnelle, économétrie
Vous avez les compétences techniques suivantes : Python, SQL, Google Cloud Platform, Tableau, VB/Google script
Vous apprenez vite, vous êtes rigoureux et motivé par les défis ambitieux
Vous aimez trouver des idées et êtes force de proposition
Vous êtes diplomate avec vos interlocuteurs, à l’aise à l’oral et pédagogue
Vous souhaitez participer à la banque de demain
Vous hésitez encore? Rejoindre l'aventure Nickel c'est :
Intégrer une équipe jeune, dynamique et enthousiaste
Contribuer à la croissance d'une entreprise en plein développement (en France et à l'international): plus de 100 recrutements réalisés sur Nantes depuis 1 an
Participer à des soirées, des séminaires, des challenges et tout cela dans une bonne ambiance!
Informations complémentaires
Type de contrat : CDI
Date de début : 02 septembre 2019
Lieu : Nantes, France (44200)
Niveau d'études : Bac +5 / Master
Expérience : > 1 an
il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",14/09/2019,Data_analyst,Nantes,14/10/2019,vjk=454df43978e1f5b3,vide,cdi
